name,vuln-id,published,modified,source,severity,vuln-type,vuln-descript,cve-id,vuln-solution
IBM CICS TX Standard 加密问题漏洞,CNNVD-202402-908,2024-02-12,2024-02-21,,中危,加密问题,IBM CICS TX Standard and Advanced是美国国际商业机器（IBM）公司的一个综合的、单一的事务运行时包。可以为独立应用程序提供云原生部署模型。 IBM CICS TX Standard 存在加密问题漏洞，该漏洞源于使用比预期弱的加密算法，可能允许攻击者解密高度敏感的信息。,CVE-2022-34310,
WordPress Plugin VK Poster Group 跨站脚本漏洞,CNNVD-202402-888,2024-02-12,2024-02-21,,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin VK Poster Group 存在跨站脚本漏洞，该漏洞源于在生成网页过程中对用户输入数据的不当中和。,CVE-2024-24932,
WordPress Plugin WpEvently 代码问题漏洞,CNNVD-202402-880,2024-02-12,2024-03-01,,超危,代码问题,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin WpEvently 存在代码问题漏洞，该漏洞源于存在不可信数据反序列化漏洞。,CVE-2024-24796,
Dell Unity 操作系统命令注入漏洞,CNNVD-202402-930,2024-02-12,2024-02-21,,高危,授权问题,Dell Unity是美国戴尔（Dell）公司的一套虚拟Unity存储环境。 Dell Unity 5.4 版本之前存在操作系统命令注入漏洞，该漏洞源于在其 svc_acldb_dump 实用程序中包含操作系统命令注入漏洞。,CVE-2024-0165,
Dell Unity 跨站脚本漏洞,CNNVD-202402-915,2024-02-12,2024-02-21,,中危,跨站脚本,Dell Unity是美国戴尔（Dell）公司的一套虚拟Unity存储环境。 Dell Unity 5.4 版本之前存在跨站脚本漏洞，该漏洞源于包含跨站点脚本漏洞。,CVE-2024-22230,
编号撤回,CNNVD-202402-917,2024-02-12,2024-03-11,,中危,授权问题,该CVE编号已撤回。,CVE-2024-1420,
WordPress Plugin Brooklyn 跨站脚本漏洞,CNNVD-202402-892,2024-02-12,2024-02-21,,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Brooklyn 存在跨站脚本漏洞，该漏洞源于在生成网页过程中对用户输入数据的不当中和。,CVE-2024-24927,
WordPress Plugin Chart.js for WordPress 跨站脚本漏洞,CNNVD-202402-904,2024-02-12,2024-03-11,,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Chart.js for WordPress 2023.2 及之前版本存在跨站脚本漏洞，该漏洞源于不会清理和转义其某些设置，允许高权限用户执行跨站脚本攻击。,CVE-2023-6081,
Dell Unity 操作系统命令注入漏洞,CNNVD-202402-920,2024-02-12,2024-02-21,,高危,授权问题,Dell Unity是美国戴尔（Dell）公司的一套虚拟Unity存储环境。 Dell Unity 5.4 版本之前存在操作系统命令注入漏洞，该漏洞源于在其 svc_supportassist 实用程序中包含操作系统命令注入漏洞。,CVE-2024-22225,
Exiv2 缓冲区错误漏洞,CNNVD-202402-943,2024-02-12,2024-02-21,,中危,缓冲区错误,Exiv2是Andreas Huggel个人开发者的一套用于管理图像元数据的C++库和命令行应用程序。该产品提供了读取和写入EXIF、IPTC和XMP等多种格式图像元数据的功能。 Exiv2 v0.28.1版本，0.28.0版本存在缓冲区错误漏洞，该漏洞源于函数QuickTimeVideo::NikonTagsDecoder存在越界读取漏洞。,CVE-2024-24826,
OpenSC 资源管理错误漏洞,CNNVD-202402-944,2024-02-12,2024-02-21,,低危,资源管理错误,OpenSC是一款开源的智能卡工具和中间件。 OpenSC存在资源管理错误漏洞，该漏洞源于存在释放后重用漏洞。,CVE-2024-1454,
WordPress Plugin Chartify 跨站脚本漏洞,CNNVD-202402-885,2024-02-12,2024-02-21,,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Chartify 存在跨站脚本漏洞，该漏洞源于在生成网页过程中对用户输入数据的不当中和。,CVE-2023-47526,
WordPress Plugin Coupon Referral Program 代码问题漏洞,CNNVD-202402-881,2024-02-12,2024-03-11,,中危,代码问题,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Coupon Referral Program 存在代码问题漏洞，该漏洞源于存在不可信数据反序列化漏洞。,CVE-2024-25100,
WordPress Plugin Link Library 跨站请求伪造漏洞,CNNVD-202402-868,2024-02-12,2024-02-21,,中危,跨站请求伪造,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Link Library 存在跨站请求伪造漏洞，该漏洞源于存在跨站请求伪造 (CSRF) 漏洞。,CVE-2024-24875,
Gambio 代码问题漏洞,CNNVD-202402-936,2024-02-12,2024-02-21,,高危,代码问题,Gambio是Gambio公司的一款一体化电子商务解决方案。 Gambio 4.9.2.0及之前版本存在代码问题漏洞，该漏洞源于允许攻击者通过上传精心设计的 PHP 文件来执行任意代码。,CVE-2024-23762,
Moodle 访问控制错误漏洞,CNNVD-202402-893,2024-02-12,2024-02-26,,低危,授权问题,Moodle是一套免费、开源的电子学习软件平台，也称课程管理系统、学习管理系统或虚拟学习环境。 Moodle LMS存在访问控制错误漏洞，该漏洞源于访问控制不足。,CVE-2024-1439,
IBM Robotic Process Automation 信息泄露漏洞,CNNVD-202402-911,2024-02-12,2024-02-21,,中危,信息泄露,IBM Robotic Process Automation是美国国际商业机器（IBM）公司的一种机器人流程自动化产品。可帮助您以传统 RPA 的轻松和速度大规模自动化更多业务和 IT 流程。 IBM Robotic Process Automation 存在信息泄露漏洞，该漏洞源于包含一个漏洞，可能允许跨租户暴露用户 ID。,CVE-2022-22506,
Dell Unity 操作系统命令注入漏洞,CNNVD-202402-922,2024-02-12,2024-02-21,,高危,授权问题,Dell Unity是美国戴尔（Dell）公司的一套虚拟Unity存储环境。 Dell Unity 5.4 版本之前存在操作系统命令注入漏洞，该漏洞源于在其 svc_cbr 实用程序中包含操作系统命令注入漏洞。,CVE-2024-22223,
WordPress Plugin Honeypot for WP Comment 跨站脚本漏洞,CNNVD-202402-887,2024-02-12,2024-02-21,,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Honeypot for WP Comment 存在跨站脚本漏洞，该漏洞源于在生成网页过程中对用户输入数据的不当中和。,CVE-2024-24933,
Dell Unity 操作系统命令注入漏洞,CNNVD-202402-929,2024-02-12,2024-02-21,,高危,授权问题,Dell Unity是美国戴尔（Dell）公司的一套虚拟Unity存储环境。 Dell Unity 5.4 版本之前存在操作系统命令注入漏洞，该漏洞源于在其 svc_tcpdump 实用程序中包含操作系统命令注入漏洞。,CVE-2024-0166,
WordPress Plugin PropertyHive 代码问题漏洞,CNNVD-202402-879,2024-02-12,2024-02-21,,高危,代码问题,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin PropertyHive 存在代码问题漏洞，该漏洞源于存在不可信数据反序列化漏洞。,CVE-2024-23513,
WordPress Plugin Photos and Files Contest Gallery 跨站请求伪造漏洞,CNNVD-202402-866,2024-02-12,2024-02-21,,中危,跨站请求伪造,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Photos and Files Contest Gallery 存在跨站请求伪造漏洞，该漏洞源于存在跨站请求伪造 (CSRF) 漏洞。,CVE-2024-24887,
Dell Unity 操作系统命令注入漏洞,CNNVD-202402-931,2024-02-12,2024-02-21,,高危,授权问题,Dell Unity是美国戴尔（Dell）公司的一套虚拟Unity存储环境。 Dell Unity 5.4 版本之前存在操作系统命令注入漏洞，该漏洞源于在其 svc_topstats 实用程序中包含操作系统命令注入漏洞。,CVE-2024-0164,
WordPress Plugin ProductX 代码问题漏洞,CNNVD-202402-869,2024-02-12,2024-02-21,,高危,代码问题,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin ProductX 存在代码问题漏洞，该漏洞源于存在不可信数据反序列化漏洞。,CVE-2024-23512,
Dell Unity 操作系统命令注入漏洞,CNNVD-202402-914,2024-02-12,2024-02-21,,高危,授权问题,Dell Unity是美国戴尔（Dell）公司的一套虚拟Unity存储环境。 Dell Unity 5.4 版本之前存在操作系统命令注入漏洞，该漏洞源于在其 svc_cifssupport 实用程序中包含操作系统命令注入漏洞。,CVE-2024-22228,
Gambio 代码问题漏洞,CNNVD-202402-947,2024-02-12,2024-02-21,,超危,代码问题,Gambio是Gambio公司的一款一体化电子商务解决方案。 Gambio 4.9.2.0及之前版本存在代码问题漏洞，该漏洞源于系统包含不受信任数据的反序列化，允许攻击者通过 Parcelshopfinder/AddAddressBookEntry中的 search参数运行任意代码。,CVE-2024-23759,
Gambio 日志信息泄露漏洞,CNNVD-202402-939,2024-02-12,2024-02-21,,低危,日志信息泄露,Gambio是Gambio公司的一款一体化电子商务解决方案。 Gambio 4.9.2.0及之前版本存在日志信息泄露漏洞，该漏洞源于允许攻击者通过webroot下的error-handler.log.json和legacy-error-handler.log.txt获取敏感信息。,CVE-2024-23760,
Dell Unity 操作系统命令注入漏洞,CNNVD-202402-923,2024-02-12,2024-02-21,,高危,授权问题,Dell Unity是美国戴尔（Dell）公司的一套虚拟Unity存储环境。 Dell Unity 5.4 版本之前存在操作系统命令注入漏洞，该漏洞源于在其 svc_udoctor 实用程序中包含操作系统命令注入漏洞。,CVE-2024-22222,
WordPress Plugin Basic Log Viewer 跨站请求伪造漏洞,CNNVD-202402-864,2024-02-12,2024-02-21,,中危,跨站请求伪造,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Basic Log Viewer 存在跨站请求伪造漏洞，该漏洞源于存在跨站请求伪造 (CSRF) 漏洞。,CVE-2024-24935,
Dell Unity SQL注入漏洞,CNNVD-202402-924,2024-02-12,2024-02-21,,中危,SQL注入,Dell Unity是美国戴尔（Dell）公司的一套虚拟Unity存储环境。 Dell Unity 5.4 版本之前存在SQL注入漏洞，该漏洞源于在其 svc_cava 实用程序中包含操作系统命令注入漏洞。,CVE-2024-22221,
WordPress Plugin Chart.js for WordPress 跨站脚本漏洞,CNNVD-202402-905,2024-02-12,2024-03-11,,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Chart.js for WordPress 2023.2 及之前版本存在跨站脚本漏洞，该漏洞源于不会清理和转义其某些设置，允许高权限用户执行跨站脚本攻击。,CVE-2023-6082,
WordPress Plugin ERE Recently Viewed 代码问题漏洞,CNNVD-202402-877,2024-02-12,2024-03-01,,超危,代码问题,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin ERE Recently Viewed 存在代码问题漏洞，该漏洞源于存在不可信数据反序列化漏洞。,CVE-2024-24797,
Gambio SQL注入漏洞,CNNVD-202402-935,2024-02-12,2024-02-21,,超危,SQL注入,Gambio是Gambio公司的一款一体化电子商务解决方案。 Gambio 4.9.2.0及之前版本存在SQL注入漏洞，该漏洞源于允许攻击者通过attribute参数使用精心设计的 GET 请求来运行任意 SQL 命令。,CVE-2024-23763,
Dell Unity 操作系统命令注入漏洞,CNNVD-202402-925,2024-02-12,2024-02-21,,高危,授权问题,Dell Unity是美国戴尔（Dell）公司的一套虚拟Unity存储环境。 Dell Unity 5.4 版本之前存在操作系统命令注入漏洞，该漏洞源于在其 svc_cava 实用程序中包含操作系统命令注入漏洞。,CVE-2024-0170,
WordPress Plugin Brooklyn 代码问题漏洞,CNNVD-202402-876,2024-02-12,2024-02-21,,高危,代码问题,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Brooklyn 存在代码问题漏洞，该漏洞源于存在不可信数据反序列化漏洞。,CVE-2024-24926,
IBM CICS TX Standard 加密问题漏洞,CNNVD-202402-933,2024-02-12,2024-02-21,,中危,加密问题,IBM CICS TX Standard and Advanced是美国国际商业机器（IBM）公司的一个综合的、单一的事务运行时包。可以为独立应用程序提供云原生部署模型。 IBM CICS TX Standard 存在加密问题漏洞，该漏洞源于使用比预期弱的加密算法，可能允许攻击者解密高度敏感的信息。,CVE-2022-34309,
SAP ABA 代码注入漏洞,CNNVD-202402-961,2024-02-13,2024-02-29,,超危,代码注入,SAP ABA是德国思爱普（SAP）公司的一个组件，提供了许多基本功能和工具，用于开发和管理 SAP 应用程序。 SAP ABA 700、701、702、731、740、750、751、752、75C、75I版本存在代码注入漏洞，该漏洞源于允许攻击者使用该接口调用应用程序功能来执行他们通常不允许执行的操作，读取或修改任何用户/业务数据，并可能使整个系统不可用。,CVE-2024-22131,
Siemens Parasolid 代码问题漏洞,CNNVD-202402-998,2024-02-13,2024-02-22,,低危,代码问题,Siemens Parasolid是德国西门子（Siemens）公司的一个几何建模内核。 Siemens 多款产品存在代码问题漏洞，该漏洞源于受影响的应用程序在解析特制 XT 文件时包含空指针解除引用漏洞。以下产品及版本受到影响：Siemens Parasolid V35.0 V35.0.251 版本之前和 Parasolid V35.1 V35.1.170 版本之前。,CVE-2024-22043,
GitHub Enterprise Server 命令注入漏洞,CNNVD-202402-1112,2024-02-13,2024-03-06,,超危,命令注入,GitHub Enterprise Server是美国GitHub开源的一个应用软件。提供一个将自己的GitHub实例设置为虚拟设备，从而提供可扩展，易于管理的平台。 GitHub Enterprise Server存在安全漏洞，该漏洞源于存在命令注入漏洞，允许具有编辑者角色的攻击者获得对设备的管理员SSH访问权限。,CVE-2024-1355,
Mapshaper 路径遍历漏洞,CNNVD-202402-1024,2024-02-13,2024-03-01,,中危,路径遍历,Mapshaper是用于编辑 Shapefile、GeoJSON、TopoJSON 和 CSV 文件的工具。 Mapshaper 0.6.44之前版本存在路径遍历漏洞，该漏洞源于在路径遍历漏洞。,CVE-2024-1163,
SAP Cloud Connector 信任管理问题漏洞,CNNVD-202402-955,2024-02-13,2024-02-22,,高危,信任管理问题,SAP Cloud Connector是德国思爱普（SAP）公司的一个工具，用于建立本地系统与 SAP Cloud Platform 之间的安全连接。 SAP Cloud Connector 2.0版本存在信任管理问题漏洞，该漏洞源于证书验证不正确，攻击者利用该漏洞可以冒充真正的服务器与 SCC 交互，从而破坏相互身份验证，可以拦截查看/修改敏感信息。,CVE-2024-25642,
Siemens Simcenter Femap 缓冲区错误漏洞,CNNVD-202402-981,2024-02-13,2024-02-22,,高危,缓冲区错误,Siemens Simcenter Femap是德国西门子（Siemens）公司的一款尖端工程学仿真应用程序。用于创建、编辑和导入/重用复杂产品或系统基于网格的有限元分析模型。 Siemens Simcenter Femap V2401.0000 版本之前存在缓冲区错误漏洞，该漏洞源于受影响的应用程序在解析特制的 Catia MODEL 文件时包含超出已分配缓冲区末尾的越界写入。,CVE-2024-24920,
Siemens Parasolid 缓冲区错误漏洞,CNNVD-202402-1001,2024-02-13,2024-02-22,,高危,缓冲区错误,Siemens Parasolid是德国西门子（Siemens）公司的一个几何建模内核。 Siemens 多款产品存在缓冲区错误漏洞，该漏洞源于受影响的应用程序在解析包含 XT 格式的特制文件时，包含超出已分配结构末尾的越界读取。以下产品及版本受到影响：Siemens Parasolid V35.0 V35.0.263 版本之前和 Parasolid V35.1 V35.1.252 版本之前和 Parasolid V36.0 V36.0.198 版本之前。,CVE-2023-49125,
Filseclab Twister Antivirus 缓冲区错误漏洞,CNNVD-202402-1025,2024-02-13,2024-02-21,,中危,缓冲区错误,Filseclab Twister Antivirus是费尔（Filseclab）公司的一款智能防病毒软件。 Filseclab Twister Antivirus v8.17版本存在缓冲区错误漏洞，该漏洞源于容易受到越界读取的影响。,CVE-2024-1140,
GitHub Enterprise Server 命令注入漏洞,CNNVD-202402-1110,2024-02-13,2024-03-06,,超危,命令注入,GitHub Enterprise Server是美国GitHub开源的一个应用软件。提供一个将自己的GitHub实例设置为虚拟设备，从而提供可扩展，易于管理的平台。 GitHub Enterprise Server存在安全漏洞，该漏洞源于存在命令注入漏洞，允许具有编辑者角色的攻击者获得对设备的管理员SSH访问权限。,CVE-2024-1372,
Dell PowerProtect Data Manager 操作系统命令注入漏洞,CNNVD-202402-1006,2024-02-13,2024-02-28,,高危,授权问题,Dell PowerProtect Data Manager（PPDM）是美国戴尔（Dell）公司的一套数据保护解决方案。该产品支持数据备份、虚拟机备份和数据库保护等功能。 Dell PowerProtect Data Manager 19.15 版本之前存在操作系统命令注入漏洞，该漏洞源于包含操作系统命令注入漏洞。,CVE-2024-22445,
VirusBlokAda VBA32 缓冲区错误漏洞,CNNVD-202402-1021,2024-02-13,2024-02-21,,中危,缓冲区错误,VirusBlokAda VBA32是白俄罗斯VirusBlokAda公司的一款防病毒软件。用于运行Microsoft Windows 的个人计算机。它实时按需检测并消除计算机病毒、计算机蠕虫、特洛伊木马和其他恶意软件（后门、广告软件、间谍软件等）。 VirusBlokAda VBA32 Antivirus v3.36.0版本存在缓冲区错误漏洞，该漏洞源于容易受到任意内存读取漏洞的影响。,CVE-2024-23440,
TYPO3 信息泄露漏洞,CNNVD-202402-1122,2024-02-13,2024-02-29,,中危,信息泄露,TYPO3是瑞士TYPO3协会的一套免费开源的内容管理系统(框架)(CMS/CMF)。 TYPO3 8.0.0-8.7.56、9.0.0-9.5.45、10.0.0-10.4.42、11.0.0-11.5.34、12.0.0-12.4.10、13.0.0版本存在信息泄露漏洞，该漏洞源于安装工具中加密密钥的信息泄露，允许攻击者利用该值生成用于验证 HTTP 请求参数的真实性的加密哈希值。,CVE-2024-25119,
GitHub Enterprise Server 命令注入漏洞,CNNVD-202402-1111,2024-02-13,2024-03-06,,超危,命令注入,GitHub Enterprise Server是美国GitHub开源的一个应用软件。提供一个将自己的GitHub实例设置为虚拟设备，从而提供可扩展，易于管理的平台。 GitHub Enterprise Server存在安全漏洞，该漏洞源于存在命令注入漏洞，允许具有编辑者角色的攻击者获得对设备的管理员SSH访问权限。,CVE-2024-1369,
Red Hat OpenShift 跨站请求伪造漏洞,CNNVD-202402-1129,2024-02-13,2024-02-20,,中危,跨站请求伪造,Red Hat OpenShift是美国红帽（Red Hat）公司的一款平台即服务（PaaS）云计算平台，它支持构建、测试、部署和运行应用程序。 Red Hat OpenShift 存在跨站请求伪造漏洞，该漏洞源于容易受到跨站请求伪造(CSRF)攻击，无法正确保护GET请求。,CVE-2024-1342,
QNAP多款产品命令注入漏洞,CNNVD-202402-965,2024-02-13,2024-02-26,,中危,命令注入,QNAP Systems QuTScloud等都是中国威联通科技（QNAP Systems）公司的产品。QNAP Systems QuTScloud是一种 QNAP NAS 操作系统的云端优化版本。QNAP Systems QTS是一个入门到中阶QNAP NAS 使用的操作系统。QNAP Systems QuTS hero是一个操作系统。 多款QNAP产品存在命令注入漏洞。攻击者利用该漏洞通过网络执行命令。以下产品及版本受到影响：QTS 5.1.5.2645 build 20240116版本及之后版本、QuTS hero h5.1.5.2647 build 20240118版本及之后版本、QuTScloud c5.1.5.2651版本及之后版本。,CVE-2023-47218,
Filseclab Twister Antivirus 输入验证错误漏洞,CNNVD-202402-1026,2024-02-13,2024-02-21,,高危,输入验证错误,Filseclab Twister Antivirus是费尔（Filseclab）公司的一款智能防病毒软件。 Filseclab Twister Antivirus v8.17版本存在输入验证错误漏洞，该漏洞源于存在权限提升漏洞。,CVE-2024-1096,
Siemens SIMATIC WinCC和Siemens SIMATIC PCS 代码问题漏洞,CNNVD-202402-1004,2024-02-13,2024-02-22,,中危,代码问题,Siemens SIMATIC WinCC和Siemens SIMATIC PCS都是德国西门子（Siemens）公司的产品。Siemens SIMATIC WinCC是一套自动化的数据采集与监控（SCADA）系统。Siemens SIMATIC PCS是一套过程控制系统。 Siemens 多款产品存在代码问题漏洞，该漏洞源于受影响产品中的 RPC（远程过程调用）通信协议的实现无法正确处理某些无组织的 RPC 消息。以下产品及版本受到影响：OpenPCS 7 V9.1 和 SIMATIC BATCH V9.1 和 SIMATIC PCS 7 V9.1 和 SIMATIC Route Control V9.1 和 SIMATIC WinCC Runtime Professional V18 和 SIMATIC WinCC Runtime Professional V19 和 SIMATIC WinCC V7.4 和 SIMATIC WinCC V7.5 V7.5 SP2 Update 15 版本之前和 SIMATIC WinCC V8.0 V8.0 SP4 版本之前。,CVE-2023-48363,
SAP CRM 跨站脚本漏洞,CNNVD-202402-957,2024-02-13,2024-02-21,,中危,跨站脚本,SAP CRM是德国思爱普（SAP）公司的一个客户关系管理系统。 SAP CRM WebClient UI S4FND 102、S4FND 103、S4FND 104、S4FND 105、S4FND 106、WEBCUIF 701、WEBCUIF 731、WEBCUIF 746、WEBCUIF 747、WEBCUIF 748、WEBCUIF 800、WEBCUIF 801版本存在跨站脚本漏洞，该漏洞源于未充分编码用户控制输入 ，导致跨站脚本。,CVE-2024-24742,
QNAP 多款产品操作系统命令注入漏洞,CNNVD-202402-964,2024-02-13,2024-03-11,,中危,授权问题,QNAP Systems QuTScloud等都是中国威联通科技（QNAP Systems）公司的产品。QNAP Systems QuTScloud是一种 QNAP NAS 操作系统的云端优化版本。QNAP Systems QTS是一个入门到中阶QNAP NAS 使用的操作系统。QNAP Systems QuTS hero是一个操作系统。 QNAP 多款产品存在操作系统命令注入漏洞。攻击者利用该漏洞通过网络执行命令。,CVE-2023-50358,
Siemens Simcenter Femap 缓冲区错误漏洞,CNNVD-202402-978,2024-02-13,2024-02-22,,高危,缓冲区错误,Siemens Simcenter Femap是德国西门子（Siemens）公司的一款尖端工程学仿真应用程序。用于创建、编辑和导入/重用复杂产品或系统基于网格的有限元分析模型。 Siemens Simcenter Femap V2306.0000 版本之前存在缓冲区错误漏洞，该漏洞源于受影响的应用程序在解析特制的 Catia MODEL 文件时包含超出已分配缓冲区末尾的越界写入。,CVE-2024-24924,
TYPO3 访问控制错误漏洞,CNNVD-202402-1125,2024-02-13,2024-02-20,,高危,授权问题,TYPO3是瑞士TYPO3协会的一套免费开源的内容管理系统(框架)(CMS/CMF)。 TYPO3 8.0.0-8.7.56、9.0.0-9.5.45、10.0.0-10.4.42、11.0.0-11.5.34、12.0.0-12.4.10、13.0.0版本存在访问控制错误漏洞，该漏洞源于DataHandler持久化文件抽象层实体的访问控制不正确，允许攻击者直接引用后备存储中的文件并检索其文件名和内容。,CVE-2024-25121,
Siemens Simcenter Femap 缓冲区错误漏洞,CNNVD-202402-980,2024-02-13,2024-02-22,,高危,缓冲区错误,Siemens Simcenter Femap是德国西门子（Siemens）公司的一款尖端工程学仿真应用程序。用于创建、编辑和导入/重用复杂产品或系统基于网格的有限元分析模型。 Siemens Simcenter Femap V2401.0000 版本之前存在缓冲区错误漏洞，该漏洞源于受影响的应用程序在解析特制的 Catia MODEL 文件时包含超出已分配缓冲区末尾的越界写入。,CVE-2024-24922,
Ivanti Connect Secure和Ivanti Policy Secure 代码问题漏洞,CNNVD-202402-953,2024-02-13,2024-02-21,,高危,代码问题,Ivanti Connect Secure和Ivanti Policy Secure都是美国Ivanti公司的产品。Ivanti Connect Secure是安全远程网络连接工具。Ivanti Policy Secure是一个网络访问控制 (NAC) 解决方案。 Ivanti Connect Secure和Ivanti Policy Secure存在代码问题漏洞，该漏洞源于存在XML外部实体注入漏洞，允许攻击者在不知情的情况下访问某些受限资源。,CVE-2024-22024,
Siemens Tecnomatix Plant Simulation 缓冲区错误漏洞,CNNVD-202402-988,2024-02-13,2024-02-22,,高危,缓冲区错误,Siemens Tecnomatix Plant Simulation是德国西门子（Siemens）公司的一个工控设备。利用离散事件仿真的强大功能进行生产量分析和优化，进而改善制造系统性能。 Siemens Tecnomatix Plant Simulation 存在缓冲区错误漏洞，该漏洞源于受影响的应用程序在解析特制的 PSOBJ 文件时包含堆栈溢出漏洞。,CVE-2024-23804,
HIMA Paul Hildebrandt多个产品资源管理错误漏洞,CNNVD-202402-1009,2024-02-13,2024-02-21,,高危,资源管理错误,HIMA Paul Hildebrandt F Series和HIMA Paul Hildebrandt X Series都是HIMA Paul Hildebrandt公司的一系列电子元件。 HIMA Paul Hildebrandt多个产品存在资源管理错误漏洞，该漏洞源于未经身份验证的远程攻击者可以利用不受控制的资源消耗漏洞进行拒绝服务攻击。,CVE-2024-24781,
GitHub Enterprise Server 命令注入漏洞,CNNVD-202402-1109,2024-02-13,2024-03-04,,超危,命令注入,GitHub Enterprise Server是美国GitHub开源的一个应用软件。提供一个将自己的GitHub实例设置为虚拟设备，从而提供可扩展，易于管理的平台。 GitHub Enterprise Server存在安全漏洞，该漏洞源于存在命令注入漏洞，允许具有编辑者角色的攻击者获得对设备的管理员SSH访问权限。,CVE-2024-1378,
Siemens Simcenter Femap 缓冲区错误漏洞,CNNVD-202402-977,2024-02-13,2024-02-21,,高危,缓冲区错误,Siemens Simcenter Femap是德国西门子（Siemens）公司的一款尖端工程学仿真应用程序。用于创建、编辑和导入/重用复杂产品或系统基于网格的有限元分析模型。 Siemens Simcenter Femap V2306.0000 版本之前存在缓冲区错误漏洞，该漏洞源于受影响的应用程序在解析特制的 Catia MODEL 文件时容易受到未初始化指针访问的影响。,CVE-2024-24925,
Siemens Tecnomatix Plant Simulation 代码问题漏洞,CNNVD-202402-992,2024-02-13,2024-02-22,,中危,代码问题,Siemens Tecnomatix Plant Simulation是德国西门子（Siemens）公司的一个工控设备。利用离散事件仿真的强大功能进行生产量分析和优化，进而改善制造系统性能。 Siemens Tecnomatix Plant Simulation 存在代码问题漏洞，该漏洞源于受影响的应用程序在解析特制的 SPP 文件时包含空指针取消引用漏洞。,CVE-2024-23800,
VirusBlokAda VBA32 缓冲区错误漏洞,CNNVD-202402-1023,2024-02-13,2024-02-21,,中危,缓冲区错误,VirusBlokAda VBA32是白俄罗斯VirusBlokAda公司的一款防病毒软件。用于运行Microsoft Windows 的个人计算机。它实时按需检测并消除计算机病毒、计算机蠕虫、特洛伊木马和其他恶意软件（后门、广告软件、间谍软件等）。 VirusBlokAda VBA32 Antivirus v3.36.0版本存在缓冲区错误漏洞，该漏洞源于容易受到任意内存读取漏洞的影响。,CVE-2024-23439,
