name,vuln-id,published,modified,source,severity,vuln-type,vuln-descript,cve-id,vuln-solution
Škoda Modular Infotainment Platform 3 信任管理问题漏洞,CNNVD-202401-1187,2024-01-12,2024-01-23,,超危,信任管理问题,Škoda Modular Infotainment Platform 3（MIB3）是捷克斯柯达（Škoda）公司的一个模块化信息娱乐平台。 Škoda Modular Infotainment Platform 3 MIB3 infotainment存在安全漏洞，该漏洞源于使用硬编码秘密值。,CVE-2023-28897,
JFinalCMS 跨站脚本漏洞,CNNVD-202401-1181,2024-01-12,2024-03-01,,高危,跨站脚本,JFinalCMS是heyewei个人开发者的一个内容管理系统。 JFinalCMS 5.0.0版本存在跨站脚本漏洞，该漏洞源于通过 /gusetbook/save contact 参数导致跨站脚本，允许远程攻击者注入任意 Web 脚本或 HTML。,CVE-2024-22492,
Rapid Software Rapid SCADA 路径遍历漏洞,CNNVD-202401-1247,2024-01-12,2024-02-04,,高危,路径遍历,Rapid Software Rapid SCADA是Rapid Software公司的一个开源的工业自动化平台。 Rapid Software Rapid SCADA 5.8.4及之前版本存在路径遍历漏洞，该漏洞源于允许攻击者提供恶意配置文件实现远程代码执行。,CVE-2024-21852,
Juniper Networks Junos OS 资源管理错误漏洞,CNNVD-202401-1146,2024-01-12,2024-03-01,,高危,资源管理错误,Juniper Networks Junos OS是美国瞻博网络（Juniper Networks）公司的一套专用于该公司的硬件设备的网络操作系统。该操作系统提供了安全编程接口和Junos SDK。 Juniper Networks Junos OS 存在安全漏洞，该漏洞源于流处理守护进程 (flowd) 中存在双重释放漏洞。允许基于网络的未经身份验证的攻击者造成拒绝服务 (DoS)。,CVE-2024-21606,
Online Faculty Clearance SQL注入漏洞,CNNVD-202401-1202,2024-01-12,2024-01-22,,超危,SQL注入,Online Faculty Clearance是一个应用软件。 code-projects Online Faculty Clearance 1.0 版本存在SQL注入漏洞，该漏洞源于 deactivate.php 文件存在 SQL 注入漏洞。,CVE-2024-0461,
Ivanti Connect Secure 命令注入漏洞,CNNVD-202401-1201,2024-01-12,2024-02-27,,超危,命令注入,Ivanti Connect Secure是美国Ivanti公司的安全远程网络连接工具。 Ivanti Connect Secure 9.x、22.x系列版本、 Ivanti Policy Secure 9.x、22.x系列版本存在命令注入漏洞，该漏洞源于Web 组件中存在命令注入，允许经过身份验证的管理员发送特制请求并在设备上执行任意命令。,CVE-2024-21887,
MediaWiki 跨站脚本漏洞,CNNVD-202401-1131,2024-01-12,2024-03-01,,中危,跨站脚本,MediaWiki是美国维基媒体（MediaWiki）基金会的一套自由免费的基于网络的Wiki引擎。该产品可用于部署内部的知识管理和内容管理系统。 MediaWiki 1.35.14 之前版本、1.36.x到1.39.6 版本、1.40.2 之前版本存在跨站脚本漏洞，该漏洞源于PageTriage容易受到跨站脚本攻击。,CVE-2024-23174,
Online Faculty Clearance SQL注入漏洞,CNNVD-202401-1200,2024-01-12,2024-01-22,,超危,SQL注入,Online Faculty Clearance是一个应用软件。 Online Faculty Clearance 1.0 版本存在SQL注入漏洞，该漏洞源于 /product/designee_view_status.php 文件存在 SQL 注入漏洞。,CVE-2024-0462,
RubyGems 授权问题漏洞,CNNVD-202401-1231,2024-01-12,2024-01-29,,超危,授权问题,RubyGems是RubyGems组织的一款Ruby程序包管理器。该产品主要用于发布和管理Ruby程序包。 RubyGems存在授权问题漏洞，该漏洞源于允许攻击者绕过MFA要求并接管帐户。,CVE-2024-21654,
GL.iNet devices 操作系统命令注入漏洞,CNNVD-202401-1165,2024-01-12,2024-01-26,,超危,授权问题,GL.iNet devices是中国GL.iNet公司的一系列硬件设备。 GL.iNet devices存在安全漏洞，该漏洞源于通过 Lua 字符串模式匹配可以绕过 NGINX 身份验证，攻击者利用该漏洞可以登录路由器，以下产品和版本受到影响：A1300、AX1800、AXT1800、MT3000、MT2500、MT6000、MT1300、MT300N-V2、AR750S、AR750、AR300M、B1300 4.5.0之前固件版本。,CVE-2023-50919,
Discourse 访问控制错误漏洞,CNNVD-202401-1239,2024-01-12,2024-01-29,,低危,授权问题,Discourse是一套开源的社区讨论平台。该平台包括社区、电子邮件和聊天室等功能。 Discourse-reactions 2c26939之前版本存在访问控制错误漏洞，该漏洞源于允许用户将他们的eaction 添加到帖子中，该数据可能会被暴露。,CVE-2023-49098,
MediaWiki 跨站脚本漏洞,CNNVD-202401-1137,2024-01-12,2024-03-01,,中危,跨站脚本,MediaWiki是美国维基媒体（MediaWiki）基金会的一套自由免费的基于网络的Wiki引擎。该产品可用于部署内部的知识管理和内容管理系统。 MediaWiki 1.35.14 之前版本、1.36.x到1.39.6 版本、1.40.2 之前版本存在跨站脚本漏洞，该漏洞源于 SpecialCheckUserLog 容易受到跨站脚本攻击。,CVE-2024-23172,
Employee Profile Management System 跨站脚本漏洞,CNNVD-202401-1208,2024-01-12,2024-01-22,,中危,跨站脚本,Employee Profile Management System是Carmelo Garcia个人开发者的一个员工档案管理系统。 code-projects Employee Profile Management System 1.0 版本存在跨站脚本漏洞，该漏洞源于 edit_position_query.php 文件存在 SQL 注入漏洞。,CVE-2024-0467,
Apache Solr 信息泄露漏洞,CNNVD-202401-1254,2024-01-12,2024-01-23,,中危,信息泄露,Apache Solr是美国阿帕奇（Apache）基金会的一款基于Lucene（一款全文搜索引擎）的搜索服务器。该产品支持层面搜索、垂直搜索、高亮显示搜索结果等。 Apache Solr 9.0.0至9.3.0之前版本存在信息泄露漏洞，该漏洞源于存在敏感信息泄露漏洞。,CVE-2023-50290,
Human Resource Integrated System SQL注入漏洞,CNNVD-202401-1233,2024-01-12,2024-01-22,,超危,SQL注入,Human Resource Integrated System是一个人力资源整合系统。 code-projects Human Resource Integrated System 1.0 版本存在SQL注入漏洞，该漏洞源于 /admin_route/inc_service_credits.php 文件存在 SQL 注入漏洞。,CVE-2024-0470,
Employee Profile Management System SQL注入漏洞,CNNVD-202401-1210,2024-01-12,2024-01-22,,超危,SQL注入,Employee Profile Management System是Carmelo Garcia个人开发者的一个员工档案管理系统。 Employee Profile Management System 1.0 版本存在SQL注入漏洞，该漏洞源于 file_table.php 文件存在 SQL 注入漏洞。,CVE-2024-0466,
Ivanti ICS 授权问题漏洞,CNNVD-202401-1203,2024-01-12,2024-03-01,,高危,授权问题,Ivanti ICS是美国Ivanti公司的一代远程安全访问产品。 Ivanti ICS 9.x版本、22.x版本、Ivanti Policy Secure存在授权问题漏洞，该漏洞源于 Web 组件中存在身份验证绕过漏洞。攻击者利用该漏洞可以绕过控制检查来访问受限资源。,CVE-2023-46805,
Rapid Software Rapid SCADA 输入验证错误漏洞,CNNVD-202401-1246,2024-01-12,2024-02-04,,中危,输入验证错误,Rapid Software Rapid SCADA是Rapid Software公司的一个开源的工业自动化平台。 Rapid Software Rapid SCADA 5.8.4及之前版本存在输入验证错误漏洞，该漏洞源于允许攻击者通过login页面打开重定向将用户重定向到恶意网页。,CVE-2024-21794,
Horner Automation Cscape 缓冲区错误漏洞,CNNVD-202401-1206,2024-01-12,2024-01-24,,高危,缓冲区错误,Horner Automation Cscape是美国Horner Automation公司的一套用于工业控制系统开发的编程软件。 Horner Automation Cscape 9.90 SP10及之前版本存在安全漏洞，该漏洞源于存在缓冲区溢出漏洞。,CVE-2023-7206,
Juniper Networks Junos OS 缓冲区错误漏洞,CNNVD-202401-1152,2024-01-12,2024-03-01,,中危,缓冲区错误,Juniper Networks Junos OS是美国瞻博网络（Juniper Networks）公司的一套专用于该公司的硬件设备的网络操作系统。该操作系统提供了安全编程接口和Junos SDK。 Juniper Networks Junos OS 存在安全漏洞，该漏洞源于网络服务守护程序 (NSD) 中存在基于堆的缓冲区溢出漏洞。允许经过身份验证的低特权本地攻击者造成拒绝服务 (DoS)。,CVE-2024-21594,
MediaWiki 跨站脚本漏洞,CNNVD-202401-1130,2024-01-12,2024-03-01,,中危,跨站脚本,MediaWiki是美国维基媒体（MediaWiki）基金会的一套自由免费的基于网络的Wiki引擎。该产品可用于部署内部的知识管理和内容管理系统。 MediaWiki 1.35.14 之前版本、1.36.x到1.39.6 版本、1.40.2 之前版本存在跨站脚本漏洞，该漏洞源于Special:Drilldown 页面容易通过artist、album、position参数受到跨站脚本攻击，导致用户 Cookie被窃取。,CVE-2024-23173,
Rapid Software Rapid SCADA 信任管理问题漏洞,CNNVD-202401-1243,2024-01-12,2024-02-04,,超危,信任管理问题,Rapid Software Rapid SCADA是Rapid Software公司的一个开源的工业自动化平台。 Rapid Software Rapid SCADA 5.8.4及之前版本存在信任管理问题漏洞，该漏洞源于使用硬编码凭据，导致攻击者可以连接到特定端口。,CVE-2024-21764,
favorites-web 跨站脚本漏洞,CNNVD-202401-1133,2024-01-12,2024-01-22,,中危,跨站脚本,favorites-web（云收藏）是纯洁的微笑（ityouknow）个人开发者的一个使用 Spring Boot 构建的开源网站。 cloudfavorites favorites-web 1.3.0版本存在跨站脚本漏洞，该漏洞源于组件 Nickname Handler 中包含一些未知函数，导致跨站脚本编写。,CVE-2022-4960,
Discourse 资源管理错误漏洞,CNNVD-202401-1230,2024-01-12,2024-01-29,,中危,资源管理错误,Discourse是一套开源的社区讨论平台。该平台包括社区、电子邮件和聊天室等功能。 Discourse 3.2.0.beta4之前、3.1.4之前版本存在资源管理错误漏洞，该漏洞源于对客户端可编辑的字段不施加大小限制，攻击者利用该漏洞可以导致 Discourse 实例使用过多的磁盘空间和带宽。,CVE-2024-21655,
JFinalCMS 跨站脚本漏洞,CNNVD-202401-1182,2024-01-12,2024-01-31,,中危,跨站脚本,JFinalCMS是heyewei个人开发者的一个内容管理系统。 JFinalCMS 5.0.0版本存在跨站脚本漏洞，该漏洞源于通过 /gusetbook/save content 参数导致跨站脚本，允许远程攻击者注入任意 Web 脚本或 HTML。,CVE-2024-22493,
Blood Bank and Donor Management SQL注入漏洞,CNNVD-202401-1184,2024-01-12,2024-01-22,,高危,SQL注入,Blood Bank and Donor Management是一个血库和献血者管理系统。 Blood Bank and Donor Management 5.6 版本存在SQL注入漏洞，该漏洞源于 /admin/request-received-bydonar.php 文件存在漏洞。,CVE-2024-0459,
Juniper Networks Junos OS 代码问题漏洞,CNNVD-202401-1147,2024-01-12,2024-01-22,,中危,代码问题,Juniper Networks Junos OS是美国瞻博网络（Juniper Networks）公司的一套专用于该公司的硬件设备的网络操作系统。该操作系统提供了安全编程接口和Junos SDK。 Juniper Networks Junos OS 存在安全漏洞，该漏洞源于存在对异常或异常条件的不当检查漏洞。允许低权限的网络攻击者造成拒绝服务。,CVE-2024-21603,
Dormitory Management System 信息泄露漏洞,CNNVD-202401-1228,2024-01-12,2024-01-22,,高危,信息泄露,Dormitory Management System是一个宿舍管理系统。 Dormitory Management System 1.0 版本存在信息泄露漏洞，该漏洞源于 modifyuser.php 文件存在 SQL 注入漏洞。,CVE-2024-0472,
Verydows 跨站请求伪造漏洞,CNNVD-202401-1188,2024-01-12,2024-01-22,,高危,跨站请求伪造,Verydows是一套使用PHP语言开发的轻量级开源电子商务管理系统。 Verydows v2.0版本存在跨站请求伪造漏洞，该漏洞源于组件 /protected/controller/backend/role_controller 中包含跨站请求伪造。,CVE-2023-51949,
Acritum Femitter Server 路径遍历漏洞,CNNVD-202401-1209,2024-01-12,2024-01-29,,高危,路径遍历,Acritum Femitter Server是Acritum公司的一个易于使用的 Windows 的 HTTP 和 FTP 服务器应用程序。 Acritum Femitter Server 1.04版本存在路径遍历漏洞，该漏洞源于存在路径遍历漏洞。,CVE-2010-10011,
Faculty Management System SQL注入漏洞,CNNVD-202401-1183,2024-01-12,2024-01-22,,超危,SQL注入,Faculty Management System是code-projects开源的一个教员管理系统。 code-projects Faculty Management System 1.0 版本存在SQL注入漏洞，该漏洞源于 /admin/pages/student-print.php 文件存在 SQL 注入漏洞。,CVE-2024-0460,
Hongdian Router H8951-4G-ESP 信任管理问题漏洞,CNNVD-202401-1197,2024-01-12,2024-03-01,,超危,信任管理问题,Hongdian Router H8951-4G-ESP是中国宏电（Hongdian）公司的一款无线路由器。 Hongdian Router H8951-4G-ESP 2310271149之前版本存在安全漏洞，该漏洞源于使用硬编码密码。,CVE-2023-49253,
MediaWiki 跨站脚本漏洞,CNNVD-202401-1132,2024-01-12,2024-03-01,,中危,跨站脚本,MediaWiki是美国维基媒体（MediaWiki）基金会的一套自由免费的基于网络的Wiki引擎。该产品可用于部署内部的知识管理和内容管理系统。 MediaWiki 1.35.14 之前版本、1.36.x到1.39.6 版本、1.40.2 之前版本存在跨站脚本漏洞，该漏洞源于CampaignEvents容易受到跨站脚本攻击。,CVE-2024-23171,
Atril 操作系统命令注入漏洞,CNNVD-202401-1236,2024-01-12,2024-01-29,,高危,授权问题,Atril是MATE Desktop开源的一个简单的多页文档查看器。 Atril存在操作系统命令注入漏洞，该漏洞源于容易受到命令注入漏洞的影响，攻击者可以使用恶意制作的CBT文档访问目标系统。,CVE-2023-51698,
Apollo 授权问题漏洞,CNNVD-202401-1253,2024-01-12,2024-01-29,,中危,授权问题,Apollo是Alex Breen个人开发者的一组 PHP 脚本。旨在为学生上传课程作业提供基于 Web 的界面。 Apollo 2.0.0、2.0.1版本存在授权问题漏洞，该漏洞源于组件Configuration Center中的users包含未知函数，导致不当授权。,CVE-2022-4962,
Chromium Embedded Framework (CEF) 缓冲区错误漏洞,CNNVD-202401-1225,2024-01-12,2024-01-29,,超危,缓冲区错误,Chromium Embedded Framework（CEF）是Chromium Embedded Framework开源的一个简单的框架。用于在其他应用程序中嵌入基于 Chromium 的浏览器。 Chromium Embedded Framework (CEF)存在缓冲区错误漏洞，该漏洞源于 CefLayeredWindowUpdaterOSR OnAlownedSharedMemory没有检查共享内存的大小，导致越界读取。,CVE-2024-21639,
Dormitory Management System SQL注入漏洞,CNNVD-202401-1245,2024-01-12,2024-01-22,,超危,SQL注入,Dormitory Management System是一个宿舍管理系统。 code-projects Dormitory Management System 1.0 版本存在SQL注入漏洞，该漏洞源于 login.php 文件存在 SQL 注入漏洞。,CVE-2024-0474,
Online Faculty Clearance SQL注入漏洞,CNNVD-202401-1199,2024-01-12,2024-01-22,,超危,SQL注入,Online Faculty Clearance是一个应用软件。 Online Faculty Clearance 1.0 版本存在SQL注入漏洞，该漏洞源于 /product/admin_view_info.php 文件存在 SQL 注入漏洞。,CVE-2024-0463,
Juniper Networks Junos OS 竞争条件问题漏洞,CNNVD-202401-1148,2024-01-12,2024-01-22,,中危,竞争条件问题,Juniper Networks Junos OS是美国瞻博网络（Juniper Networks）公司的一套专用于该公司的硬件设备的网络操作系统。该操作系统提供了安全编程接口和Junos SDK。 Juniper Networks Junos OS 存在安全漏洞，该漏洞源于流处理守护进程 (flowd) 中存在竞争条件漏洞。允许未经身份验证的基于网络的攻击者造成拒绝服务 (DoS)。,CVE-2024-21601,
Online Faculty Clearance SQL注入漏洞,CNNVD-202401-1212,2024-01-12,2024-01-22,,超危,SQL注入,Online Faculty Clearance是一个应用软件。 code-projects Online Faculty Clearance 1.0 版本存在SQL注入漏洞，该漏洞源于 delete_faculty.php 文件存在 SQL 注入漏洞。,CVE-2024-0464,
Juniper Networks Junos OS 缓冲区错误漏洞,CNNVD-202401-1164,2024-01-12,2024-02-18,,超危,缓冲区错误,Juniper Networks Junos OS是美国瞻博网络（Juniper Networks）公司的一套专用于该公司的硬件设备的网络操作系统。该操作系统提供了安全编程接口和Junos SDK。 Juniper Networks Junos OS 存在安全漏洞，该漏洞源于存在越界写入漏洞允许。未经身份验证的基于网络的攻击者造成拒绝服务 (DoS) 或远程代码执行 (RCE) 并获取信息 设备上的 root 权限。,CVE-2024-21591,
JFinalCMS 跨站脚本漏洞,CNNVD-202401-1180,2024-01-12,2024-01-22,,中危,跨站脚本,JFinalCMS是heyewei个人开发者的一个内容管理系统。 JFinalCMS 5.0.0版本存在跨站脚本漏洞，该漏洞源于通过/gusetbook/save mobile参数导致跨站脚本，允许远程攻击者注入任意 Web 脚本或 HTML。,CVE-2024-22494,
Dormitory Management System SQL注入漏洞,CNNVD-202401-1227,2024-01-12,2024-01-22,,超危,SQL注入,Dormitory Management System是一个宿舍管理系统。 Dormitory Management System 1.0 版本存在SQL注入漏洞，该漏洞源于 comment.php 文件存在 SQL 注入漏洞。,CVE-2024-0473,
Cloud Foundry 资源管理错误漏洞,CNNVD-202401-1163,2024-01-12,2024-03-01,,高危,资源管理错误,Cloud Foundry是美国Cloud Foundry基金会的一套开源的平台即服务（PaaS）云计算平台。该产品提供容器调度、持续交付和自动化服务部署等功能。 Cloud Foundry Routing_release v0.163.0到v0.283.0版本存在安全漏洞，该漏洞源于存在拒绝服务（DOS）漏洞。,CVE-2023-34061,
Fighting Cock Information System SQL注入漏洞,CNNVD-202401-1291,2024-01-13,2024-03-01,,中危,SQL注入,Fighting Cock Information System是chrisjelo个人开发者的一个养鸡信息系统。 code-projects Fighting Cock Information System 1.0 版本存在SQL注入漏洞，该漏洞源于 /admin/action/delete-vaccine.php 文件存在 SQL 注入漏洞。,CVE-2024-0487,
Taokeyun SQL注入漏洞,CNNVD-202401-1280,2024-01-13,2024-01-31,,中危,SQL注入,Taokeyun是jifeer个人开发者的一个商场系统。 Taokeyun 1.0.5 版本及之前版本存在SQL注入漏洞，该漏洞源于 application/index/controller/m/Drs.php 文件的 index 函数的 cid 参数存在 SQL 注入漏洞。,CVE-2024-0480,
Student Information System SQL注入漏洞,CNNVD-202401-1301,2024-01-13,2024-01-22,,中危,SQL注入,Student Information System是Carlo Montero个人开发者的一个基于网络的应用平台。可以帮助某所大学或学院管理学生的信息和学业记录。 Campcodes Student Information System 1.0版本存在SQL注入漏洞，该漏洞源于文件/classes/Users.php?f=save的参数username会导致SQL注入。,CVE-2024-0497,
SourceCodester House Rental Management System 跨站脚本漏洞,CNNVD-202401-1305,2024-01-13,2024-03-01,,低危,跨站脚本,House Rental Management System是Carlo Montero个人开发者的一个房屋租赁管理系统。 SourceCodester House Rental Management System 1.0 版本存在跨站脚本漏洞，该漏洞源于 index.php 文件存在漏洞。,CVE-2024-0499,
Taokeyun SQL注入漏洞,CNNVD-202401-1276,2024-01-13,2024-01-22,,中危,SQL注入,Taokeyun是jifeer个人开发者的一个商场系统。 Taokeyun 1.0.5 版本及之前版本存在SQL注入漏洞，该漏洞源于 application/index/controller/app/Task.php 文件的 index 函数的 cid 参数存在 SQL 注入漏洞。,CVE-2024-0483,
Dormitory Management System SQL注入漏洞,CNNVD-202401-1258,2024-01-13,2024-01-22,,超危,SQL注入,Dormitory Management System是一个宿舍管理系统。 code-projects Dormitory Management System 1.0 版本存在SQL注入漏洞，该漏洞源于 modifyuser.php 文件存在 SQL 注入漏洞。,CVE-2024-0475,
Kashipara Billing Software SQL注入漏洞,CNNVD-202401-1296,2024-01-13,2024-01-22,,中危,SQL注入,Kashipara Billing Software是印度Kashipara公司的一款应用程序。 Kashipara Billing Software 1.0 版本存在SQL注入漏洞，该漏洞源于 Buyer_detail_submit.php 文件的 gstn_no 存在 SQL 注入漏洞。,CVE-2024-0492,
Fighting Cock Information System SQL注入漏洞,CNNVD-202401-1287,2024-01-13,2024-03-01,,中危,SQL注入,Fighting Cock Information System是chrisjelo个人开发者的一个养鸡信息系统。 code-projects Fighting Cock Information System 1.0 版本存在SQL注入漏洞，该漏洞源于 /admin/action/update-deworm.php 文件存在 SQL 注入漏洞。,CVE-2024-0477,
Taokeyun SQL注入漏洞,CNNVD-202401-1277,2024-01-13,2024-01-22,,中危,SQL注入,Taokeyun是jifeer个人开发者的一个商场系统。 Taokeyun 1.0.5 版本及之前版本存在SQL注入漏洞，该漏洞源于 application/index/controller/app/Video.php 文件的 index 函数的 cid 参数存在 SQL 注入漏洞。,CVE-2024-0482,
Kashipara Billing Software SQL注入漏洞,CNNVD-202401-1293,2024-01-13,2024-01-22,,中危,SQL注入,Kashipara Billing Software是印度Kashipara公司的一款应用程序。 Kashipara Billing Software 1.0 版本存在SQL注入漏洞，该漏洞源于 submit_delivery_list.php 文件的 customer_details 存在 SQL 注入漏洞。,CVE-2024-0493,
SourceCodester House Rental Management System 跨站脚本漏洞,CNNVD-202401-1303,2024-01-13,2024-03-01,,低危,跨站脚本,House Rental Management System是Carlo Montero个人开发者的一个房屋租赁管理系统。 SourceCodester House Rental Management System 1.0 版本存在跨站脚本漏洞，该漏洞源于 Manage Invoice Details 功能存在漏洞。,CVE-2024-0501,
Simple Online Hotel Reservation System 跨站脚本漏洞,CNNVD-202401-1308,2024-01-13,2024-01-22,,低危,跨站脚本,Simple Online Hotel Reservation System是在线酒店预订系统。 code-projects Simple Online Hotel Reservation System 1.0 版本存在跨站脚本漏洞，该漏洞源于 add_reserve.php 文件存在漏洞。,CVE-2024-0504,
HaoKeKeJi YiQiNiu 代码问题漏洞,CNNVD-202401-1306,2024-01-13,2024-01-22,,高危,代码问题,HaoKeKeJi YiQiNiu是豪科科技（HaoKeKeJi）公司的一款应用程序。 HaoKeKeJi YiQiNiu 3.1 版本及之前版本存在代码问题漏洞，该漏洞源于 /application/pay/controller/Api.php 文件的 http_post 函数存在跨站请求伪造漏洞。,CVE-2024-0510,
Huaxia ERP 授权问题漏洞,CNNVD-202401-1297,2024-01-13,2024-01-22,,中危,授权问题,Huaxia ERP是中国华夏（Huaxia）公司的一个 ERP 软件。 Huaxia ERP 3.1及之前版本存在授权问题漏洞，该漏洞源于文件src/main/java/com/jsh/erp/controller/UserController.java会导致弱密码恢复。,CVE-2024-0491,
Kashipara Billing Software SQL注入漏洞,CNNVD-202401-1299,2024-01-13,2024-01-22,,中危,SQL注入,Kashipara Billing Software是印度Kashipara公司的一款应用程序。 Kashipara Billing Software 1.0 版本存在SQL注入漏洞，该漏洞源于 item_list_edit.php 文件的 id 存在 SQL 注入漏洞。,CVE-2024-0496,
Huaxia ERP 信息泄露漏洞,CNNVD-202401-1289,2024-01-13,2024-01-22,,中危,信息泄露,Huaxia ERP是中国华夏（Huaxia）公司的一个 ERP 软件。 Huaxia ERP 3.1及之前版本存在信息泄露漏洞，该漏洞源于文件/user/getAllList会导致信息泄露。,CVE-2024-0490,
OpenKM 跨站脚本漏洞,CNNVD-202401-1275,2024-01-13,2024-01-22,,中危,跨站脚本,OpenKM是西班牙OpenKM公司的一套文档管理系统。该系统提供版本控制、文件历史记录和文件共享等功能。 OpenKM 7.1.40版本存在跨站脚本漏洞，该漏洞源于允许经过身份验证的用户上传文件上的注释进行跨站脚本攻击，任何打开文档文件注释的用户都会触发跨站脚本。,CVE-2023-50072,
Online FIR System 跨站脚本漏洞,CNNVD-202401-1309,2024-01-13,2024-01-22,,低危,跨站脚本,Online FIR System是一个在线投诉平台。 code-projects Online FIR System 1.0 版本存在跨站脚本漏洞，该漏洞源于 registercomplaint.php 文件的 Name/Address 参数存在跨站脚本漏洞。,CVE-2024-0503,
Chromium Embedded Framework 缓冲区错误漏洞,CNNVD-202401-1279,2024-01-13,2024-01-23,,超危,缓冲区错误,Chromium Embedded Framework（CEF）是Chromium Embedded Framework开源的一个简单的框架。用于在其他应用程序中嵌入基于 Chromium 的浏览器。 Chromium Embedded Framework (CEF)存在缓冲区错误漏洞，该漏洞源于 CefVideoConsumerOSR OnFrameCaptured 没有正确检查格式，导致越界读取。,CVE-2024-21640,
WordPress Plugin Cozmoslabs Profile Builder Pro 跨站脚本漏洞,CNNVD-202401-1256,2024-01-13,2024-01-22,,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Cozmoslabs Profile Builder Pro 3.10.0版本及之前版本存在跨站脚本漏洞，该漏洞源于存在反射型跨站脚本（XSS）漏洞。,CVE-2024-22142,
Taokeyun SQL注入漏洞,CNNVD-202401-1282,2024-01-13,2024-01-31,,高危,SQL注入,Taokeyun是jifeer个人开发者的一个商场系统。 Taokeyun 1.0.5 版本及之前版本存在SQL注入漏洞，该漏洞源于 application/index/controller/m/User.php 文件的 login 函数的 username 参数存在 SQL 注入漏洞。,CVE-2024-0479,
EDX Open edX 访问控制错误漏洞,CNNVD-202401-1281,2024-01-13,2024-01-29,,中危,授权问题,EDX Open edX是美国EDX公司的一套在线学习管理系统。 Open edX Platform存在访问控制错误漏洞，该漏洞源于拥有JWT和有限范围的用户可以调用超出其访问权限的端点。,CVE-2024-22209,
Fighting Cock Information System SQL注入漏洞,CNNVD-202401-1288,2024-01-13,2024-03-01,,中危,SQL注入,Fighting Cock Information System是chrisjelo个人开发者的一个养鸡信息系统。 code-projects Fighting Cock Information System 1.0 版本存在SQL注入漏洞，该漏洞源于 admin/pages/tables/add_con.php 文件存在 SQL 注入漏洞。,CVE-2024-0485,
Fighting Cock Information System SQL注入漏洞,CNNVD-202401-1295,2024-01-13,2024-03-01,,中危,SQL注入,Fighting Cock Information System是chrisjelo个人开发者的一个养鸡信息系统。 code-projects Fighting Cock Information System 1.0 版本存在SQL注入漏洞，该漏洞源于 /admin/action/new-feed.php 文件存在 SQL 注入漏洞。,CVE-2024-0488,
SourceCodester House Rental Management System SQL注入漏洞,CNNVD-202401-1302,2024-01-13,2024-03-01,,低危,SQL注入,House Rental Management System是Carlo Montero个人开发者的一个房屋租赁管理系统。 SourceCodester House Rental Management System 1.0 版本存在SQL注入漏洞，该漏洞源于 manage_user.php 文件存在漏洞。,CVE-2024-0502,
SourceCodester House Rental Management System 跨站脚本漏洞,CNNVD-202401-1304,2024-01-13,2024-03-01,,低危,跨站脚本,House Rental Management System是Carlo Montero个人开发者的一个房屋租赁管理系统。 SourceCodester House Rental Management System 1.0 版本存在跨站脚本漏洞，该漏洞源于 Manage Tenant Details 功能存在漏洞。,CVE-2024-0500,
WordPress Plugin MailMunch Constant Contact Forms 跨站脚本漏洞,CNNVD-202401-1257,2024-01-13,2024-01-22,,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin MailMunch Constant Contact Forms 2.0.11及之前版本存在跨站脚本漏洞，该漏洞源于存在存储型跨站脚本（XSS）漏洞。,CVE-2024-22137,
Taokeyun SQL注入漏洞,CNNVD-202401-1278,2024-01-13,2024-01-22,,中危,SQL注入,Taokeyun是jifeer个人开发者的一个商场系统。 Taokeyun 1.0.5 版本及之前版本存在SQL注入漏洞，该漏洞源于 application/index/controller/app/store/Goods.php 文件的 shopGoods 函数的 keyword 参数存在 SQL 注入漏洞。,CVE-2024-0481,
Fighting Cock Information System SQL注入漏洞,CNNVD-202401-1294,2024-01-13,2024-03-01,,中危,SQL注入,Fighting Cock Information System是chrisjelo个人开发者的一个养鸡信息系统。 code-projects Fighting Cock Information System 1.0 版本存在SQL注入漏洞，该漏洞源于 admin/action/update_mother.php 文件存在 SQL 注入漏洞。,CVE-2024-0484,
Kashipara Billing Software SQL注入漏洞,CNNVD-202401-1292,2024-01-13,2024-01-22,,中危,SQL注入,Kashipara Billing Software是印度Kashipara公司的一款应用程序。 Kashipara Billing Software 1.0 版本存在SQL注入漏洞，该漏洞源于 material_bill.php 文件的 itemtypeid 存在 SQL 注入漏洞。,CVE-2024-0494,
Kashipara Billing Software SQL注入漏洞,CNNVD-202401-1300,2024-01-13,2024-01-22,,中危,SQL注入,Kashipara Billing Software是印度Kashipara公司的一款应用程序。 Kashipara Billing Software 1.0 版本存在SQL注入漏洞，该漏洞源于 party_submit.php 文件的 party_name 存在 SQL 注入漏洞。,CVE-2024-0495,
