cve-id,published,modified,vulnStatus,descriptions,cvss3.1AV,cvss3.1AC,cvss3.1PR,cvss3.1UI,cvss3.1S,cvss3.1C,cvss3.1I,cvss3.1A,exploitabilityScore,impactScore,baseScore,baseSeverity,cwe-type
CVE-2024-22332,2024-02-09T01:15:09.650,2024-02-16T21:39:25.407,Analyzed,The IBM Integration Bus for z/OS 10.1 through 10.1.0.2 AdminAPI is vulnerable to a denial of service due to file system exhaustion.  IBM X-Force ID:  279972.,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,2.8,3.6,6.5,MEDIUM,CWE-400
CVE-2024-0657,2024-02-09T05:15:08.410,2024-02-15T19:09:46.313,Analyzed,"The Internal Link Juicer: SEO Auto Linker for WordPress plugin for WordPress is vulnerable to Stored Cross-Site Scripting via admin settings such as 'ilj_settings_field_links_per_page'  in all versions up to, and including, 2.23.4 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with administrator-level access, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page. This only affects multi-site installations and installations where unfiltered_html has been disabled.",NETWORK,LOW,HIGH,REQUIRED,CHANGED,LOW,LOW,NONE,1.7,2.7,4.8,MEDIUM,CWE-79
CVE-2023-50349,2024-02-09T21:15:07.840,2024-02-16T21:34:23.923,Analyzed,"Sametime is impacted by a Cross Site Request Forgery (CSRF) vulnerability.  Some REST APIs in the Sametime Proxy application can allow an attacker to perform malicious actions on the application. 
",NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2.8,5.9,8.8,HIGH,CWE-352
CVE-2024-23319,2024-02-09T15:15:08.133,2024-02-15T18:44:04.737,Analyzed,Mattermost Jira Plugin fails to protect against logout CSRF allowing an attacker to post a specially crafted message that would disconnect a user's Jira connection in Mattermost only by viewing the message.,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,NONE,NONE,LOW,2.1,1.4,3.5,LOW,CWE-352
CVE-2024-25309,2024-02-09T13:15:42.130,2024-02-12T14:28:15.157,Analyzed,Code-projects Simple School Managment System 1.0 allows SQL Injection via the 'pass' parameter at School/teacher_login.php.,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2.8,5.9,8.8,HIGH,CWE-89
CVE-2024-25313,2024-02-09T13:15:42.227,2024-02-12T14:27:16.007,Analyzed,Code-projects Simple School Managment System 1.0 allows Authentication Bypass via the username and password parameters at School/teacher_login.php.,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2.8,5.9,8.8,HIGH,CWE-287
CVE-2024-25305,2024-02-09T13:15:41.987,2024-02-12T14:28:56.647,Analyzed,Code-projects Simple School Managment System 1.0 allows Authentication Bypass via the username and password parameters at School/index.php.,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2.8,5.9,8.8,HIGH,CWE-89
CVE-2023-46687,2024-02-09T04:15:07.813,2024-02-15T07:22:46.397,Analyzed,"


In Emerson Rosemount GC370XA, GC700XA, and GC1500XA products, an unauthenticated user with network access could execute arbitrary commands in root context from a remote computer.



",NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,3.9,5.9,9.8,CRITICAL,CWE-77
CVE-2024-25003,2024-02-09T07:16:00.807,2024-02-14T20:15:45.910,Modified,"KiTTY versions 0.76.1.13 and before is vulnerable to a stack-based buffer overflow via the hostname, occurs due to insufficient bounds checking and input sanitization. This allows an attacker to overwrite adjacent memory, which leads to arbitrary code execution.",LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,7.8,HIGH,CWE-787
CVE-2024-25454,2024-02-09T15:15:09.293,2024-02-12T21:39:19.300,Analyzed,Bento4 v1.6.0-640 was discovered to contain a NULL pointer dereference via the AP4_DescriptorFinder::Test() function.,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,NONE,NONE,HIGH,1.8,3.6,5.5,MEDIUM,CWE-476
CVE-2024-25316,2024-02-09T14:15:08.980,2024-02-12T14:23:16.537,Analyzed,Code-projects Hotel Managment System 1.0 allows SQL Injection via the 'eid' parameter in Hotel/admin/usersettingdel.php?eid=2.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,3.9,5.9,9.8,CRITICAL,CWE-89
CVE-2024-25302,2024-02-09T14:15:08.683,2024-02-22T03:37:51.937,Analyzed,"Sourcecodester Event Student Attendance System 1.0, allows SQL Injection via the 'student' parameter.",NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,3.9,5.9,9.8,CRITICAL,CWE-89
CVE-2024-25452,2024-02-09T15:15:09.193,2024-02-12T21:38:36.037,Analyzed,Bento4 v1.6.0-640 was discovered to contain an out-of-memory bug via the AP4_UrlAtom::AP4_UrlAtom() function.,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,NONE,NONE,HIGH,1.8,3.6,5.5,MEDIUM,CWE-400
CVE-2024-1247,2024-02-09T19:15:24.183,2024-02-15T04:44:09.247,Analyzed,"Concrete CMS version 9 before 9.2.5 is vulnerable to  stored XSS via the Role Name field since there is insufficient validation of administrator provided data for that field. A rogue administrator could inject malicious code into the Role Name field which might be executed when users visit the affected page. The Concrete CMS Security team scored this 2 with CVSS v3 vector  AV:N/AC:H/PR:H/UI:R/S:U/C:N/I:L/A:N https://nvd.nist.gov/vuln-metrics/cvss/v3-calculator . Concrete versions below 9 do not include group types so they are not affected by this vulnerability. 
",NETWORK,LOW,HIGH,REQUIRED,CHANGED,LOW,LOW,NONE,1.7,2.7,4.8,MEDIUM,CWE-79
CVE-2024-24825,2024-02-09T00:15:08.903,2024-02-16T21:37:47.923,Analyzed,DIRAC is a distributed resource framework. In affected versions any user could get a token that has been requested by another user/agent. This may expose resources to unintended parties. This issue has been addressed in release version 8.0.37. Users are advised to upgrade. There are no known workarounds for this vulnerability.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,3.9,3.6,7.5,HIGH,CWE-200
CVE-2023-39683,2024-02-09T07:15:59.960,2024-02-15T19:25:24.443,Analyzed,Cross Site Scripting (XSS) vulnerability in EasyEmail v.4.12.2 and before allows a local attacker to execute arbitrary code via the user input parameter(s). NOTE: Researcher claims issue is present in all versions prior and later than tested version.,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2.8,2.7,6.1,MEDIUM,CWE-79
CVE-2024-1245,2024-02-09T20:15:54.370,2024-02-15T04:44:27.987,Analyzed,"Concrete CMS version 9 before 9.2.5 is vulnerable to stored XSS in file tags and description attributes since administrator entered file attributes are not sufficiently sanitized in the Edit Attributes page. A rogue administrator could put malicious code into the file tags or description attributes and, when another administrator opens the same file for editing, the malicious code could execute. The Concrete CMS Security team scored this 2.4 with CVSS v3 vector AV:N/AC:L/PR:H/UI:R/S:U/C:L/I:N/A:N. 
",NETWORK,LOW,HIGH,REQUIRED,CHANGED,LOW,LOW,NONE,1.7,2.7,4.8,MEDIUM,CWE-79
CVE-2023-51415,2024-02-10T09:15:07.740,2024-02-15T06:26:14.677,Analyzed,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in GiveWP GiveWP – Donation Plugin and Fundraising Platform allows Stored XSS.This issue affects GiveWP – Donation Plugin and Fundraising Platform: from n/a through 3.2.2.

",NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-79
CVE-2023-51480,2024-02-10T09:15:07.990,2024-02-15T21:06:20.197,Analyzed,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in realmag777 Active Products Tables for WooCommerce. Professional products tables for WooCommerce store allows Stored XSS.This issue affects Active Products Tables for WooCommerce. Professional products tables for WooCommerce store : from n/a through 1.0.6.

",NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-79
CVE-2024-24804,2024-02-10T08:15:08.983,2024-02-16T16:21:45.077,Analyzed,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in websoudan MW WP Form allows Stored XSS.This issue affects MW WP Form: from n/a through 5.0.6.

",NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-79
CVE-2024-24713,2024-02-10T08:15:07.860,2024-02-16T15:48:04.237,Analyzed,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in WP Auto Listings Auto Listings – Car Listings & Car Dealership Plugin for WordPress allows Stored XSS.This issue affects Auto Listings – Car Listings & Car Dealership Plugin for WordPress: from n/a through 2.6.5.

",NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-79
CVE-2023-51488,2024-02-10T09:15:08.390,2024-02-15T06:26:36.293,Analyzed,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Automattic, Inc. Crowdsignal Dashboard – Polls, Surveys & more allows Reflected XSS.This issue affects Crowdsignal Dashboard – Polls, Surveys & more: from n/a through 3.0.11.

",NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2.8,2.7,6.1,MEDIUM,CWE-79
CVE-2023-51492,2024-02-10T09:15:08.597,2024-02-15T06:26:42.423,Analyzed,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in If So Plugin If-So Dynamic Content Personalization allows Stored XSS.This issue affects If-So Dynamic Content Personalization: from n/a through 1.6.3.1.

",NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-79
CVE-2024-23514,2024-02-10T09:15:09.010,2024-02-16T13:42:03.290,Analyzed,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in ClickToTweet.Com Click To Tweet allows Stored XSS.This issue affects Click To Tweet: from n/a through 2.0.14.

",NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-79
CVE-2024-23516,2024-02-10T09:15:09.203,2024-02-16T13:41:48.350,Analyzed,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Calculators World CC BMI Calculator allows Stored XSS.This issue affects CC BMI Calculator: from n/a through 2.0.1.

",NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-79
CVE-2024-24831,2024-02-10T08:15:09.333,2024-02-16T16:22:00.857,Analyzed,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Leap13 Premium Addons for Elementor allows Stored XSS.This issue affects Premium Addons for Elementor: from n/a through 4.10.16.

",NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-79
CVE-2024-0594,2024-02-10T07:15:07.600,2024-02-15T18:40:20.453,Analyzed,"The Awesome Support – WordPress HelpDesk & Support Plugin plugin for WordPress is vulnerable to union-based SQL Injection via the 'q' parameter of the wpas_get_users action in all versions up to, and including, 6.1.7 due to insufficient escaping on the user supplied parameter and lack of sufficient preparation on the existing SQL query.  This makes it possible for authenticated attackers, with subscriber-level access and above, to append additional SQL queries into already existing queries that can be used to extract sensitive information from the database.",NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2.8,5.9,8.8,HIGH,CWE-89
CVE-2023-51493,2024-02-10T09:15:08.803,2024-02-15T06:26:48.450,Analyzed,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Howard Ehrenberg Custom Post Carousels with Owl allows Stored XSS.This issue affects Custom Post Carousels with Owl: from n/a through 1.4.6.

",NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-79
CVE-2024-23517,2024-02-10T09:15:09.393,2024-02-16T13:41:33.563,Analyzed,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Start Booking Scheduling Plugin – Online Booking for WordPress allows Stored XSS.This issue affects Scheduling Plugin – Online Booking for WordPress: from n/a through 3.5.10.

",NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-79
CVE-2024-22361,2024-02-10T15:15:35.667,2024-02-16T21:35:31.953,Analyzed,"IBM Semeru Runtime 8.0.302.0 through 8.0.392.0, 11.0.12.0 through 11.0.21.0, 17.0.1.0 - 17.0.9.0, and 21.0.1.0 uses weaker than expected cryptographic algorithms that could allow an attacker to decrypt highly sensitive information.  IBM X-Force ID:  281222.",NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,3.9,3.6,7.5,HIGH,CWE-327
CVE-2023-51404,2024-02-10T09:15:07.480,2024-02-15T06:26:06.387,Analyzed,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in MyAgilePrivacy My Agile Privacy – The only GDPR solution for WordPress that you can truly trust allows Stored XSS.This issue affects My Agile Privacy – The only GDPR solution for WordPress that you can truly trust: from n/a through 2.1.7.

",NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-79
CVE-2023-51485,2024-02-10T09:15:08.183,2024-02-15T06:26:27.350,Analyzed,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in WP Hosting Pay with Vipps and MobilePay for WooCommerce allows Stored XSS.This issue affects Pay with Vipps and MobilePay for WooCommerce: from n/a through 1.14.13.

",NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-79
CVE-2024-24712,2024-02-10T08:15:07.570,2024-02-16T14:48:04.207,Analyzed,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Team Heateor Heateor Social Login WordPress allows Stored XSS.This issue affects Heateor Social Login WordPress: from n/a through 1.1.30.

",NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-79
CVE-2024-24803,2024-02-10T08:15:08.743,2024-02-16T16:19:58.613,Analyzed,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in WPoperation Ultra Companion – Companion plugin for WPoperation Themes allows Stored XSS.This issue affects Ultra Companion – Companion plugin for WPoperation Themes: from n/a through 1.1.9.

",NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-79
CVE-2024-24717,2024-02-10T08:15:08.223,2024-02-16T15:52:02.283,Analyzed,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Mark Kinchin Beds24 Online Booking allows Stored XSS.This issue affects Beds24 Online Booking: from n/a through 2.0.23.

",NETWORK,LOW,HIGH,REQUIRED,CHANGED,LOW,LOW,NONE,1.7,2.7,4.8,MEDIUM,CWE-79
CVE-2024-24801,2024-02-10T08:15:08.463,2024-02-16T16:17:01.713,Analyzed,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in LogicHunt OWL Carousel – WordPress Owl Carousel Slider allows Stored XSS.This issue affects OWL Carousel – WordPress Owl Carousel Slider: from n/a through 1.4.0.

",NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-79
CVE-2024-22313,2024-02-10T16:15:08.360,2024-02-15T04:38:32.877,Analyzed,"IBM Storage Defender - Resiliency Service 2.0 contains hard-coded credentials, such as a password or cryptographic key, which it uses for its own inbound authentication, outbound communication to external components, or encryption of internal data.  IBM X-Force ID:  278749.",LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,7.8,HIGH,CWE-798
CVE-2023-28077,2024-02-10T03:15:07.680,2024-02-15T18:40:41.303,Analyzed,"
Dell BSAFE SSL-J, versions prior to 6.5, and versions 7.0 and 7.1 contain a debug message revealing unnecessary information vulnerability. This may lead to disclosing sensitive information to a locally privileged user. 

",LOCAL,LOW,HIGH,NONE,UNCHANGED,HIGH,NONE,NONE,0.8,3.6,4.4,MEDIUM,CWE-200
CVE-2024-25417,2024-02-11T21:15:46.200,2024-02-12T21:39:48.423,Analyzed,flusity-CMS v2.33 was discovered to contain a Cross-Site Request Forgery (CSRF) via the component /core/tools/add_translation.php.,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2.8,5.9,8.8,HIGH,CWE-352
CVE-2024-25418,2024-02-11T21:15:46.253,2024-02-12T21:39:57.963,Analyzed,flusity-CMS v2.33 was discovered to contain a Cross-Site Request Forgery (CSRF) via the component /core/tools/delete_menu.php.,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2.8,5.9,8.8,HIGH,CWE-352
CVE-2024-25419,2024-02-11T21:15:46.310,2024-02-12T21:40:04.610,Analyzed,flusity-CMS v2.33 was discovered to contain a Cross-Site Request Forgery (CSRF) via the component /core/tools/update_menu.php.,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2.8,5.9,8.8,HIGH,CWE-352
CVE-2024-1432,2024-02-11T03:15:08.930,2024-02-29T01:43:50.593,Awaiting Analysis,** UNSUPPORTED WHEN ASSIGNED ** A vulnerability was found in DeepFaceLab pretrained DF.wf.288res.384.92.72.22 and classified as problematic. This issue affects the function apply_xseg of the file main.py. The manipulation leads to deserialization. The attack may be initiated remotely. The complexity of an attack is rather high. The exploitation is known to be difficult. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-253391. NOTE: This vulnerability only affects products that are no longer supported by the maintainer.,NETWORK,HIGH,NONE,REQUIRED,UNCHANGED,LOW,LOW,LOW,1.6,3.4,5.0,MEDIUM,CWE-502
CVE-2024-25715,2024-02-11T03:15:09.453,2024-02-16T21:35:54.270,Analyzed,Glewlwyd SSO server 2.x through 2.7.6 allows open redirection via redirect_uri.,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2.8,2.7,6.1,MEDIUM,CWE-601
CVE-2024-1433,2024-02-11T23:15:07.850,2024-02-29T01:43:50.673,Awaiting Analysis,"A vulnerability, which was classified as problematic, was found in KDE Plasma Workspace up to 5.93.0. This affects the function EventPluginsManager::enabledPlugins of the file components/calendar/eventpluginsmanager.cpp of the component Theme File Handler. The manipulation of the argument pluginId leads to path traversal. It is possible to initiate the attack remotely. The complexity of an attack is rather high. The exploitability is told to be difficult. The patch is named 6cdf42916369ebf4ad5bd876c4dfa0170d7b2f01. It is recommended to apply a patch to fix this issue. The associated identifier of this vulnerability is VDB-253407. NOTE: This requires write access to user's home or the installation of third party global themes.",NETWORK,HIGH,NONE,REQUIRED,UNCHANGED,NONE,LOW,NONE,1.6,1.4,3.1,LOW,CWE-22
CVE-2024-23724,2024-02-11T01:15:08.080,2024-02-11T22:29:15.837,Awaiting Analysis,"Ghost through 5.76.0 allows stored XSS, and resultant privilege escalation in which a contributor can take over any account, via an SVG profile picture that contains JavaScript code to interact with the API on localhost TCP port 3001. NOTE: The discoverer reports that ""The vendor does not view this as a valid vector.""",,,,,,,,,,,,,
CVE-2024-23761,2024-02-12T22:15:08.247,2024-02-15T04:49:36.837,Analyzed,Server Side Template Injection in Gambio 4.9.2.0 allows attackers to run arbitrary code via crafted smarty email template.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,3.9,5.9,9.8,CRITICAL,CWE-918
CVE-2023-51403,2024-02-12T07:15:10.247,2024-02-12T14:20:03.287,Awaiting Analysis,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Nicdark Restaurant Reservations allows Stored XSS.This issue affects Restaurant Reservations: from n/a through 1.8.

",NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,LOW,2.3,3.7,6.5,MEDIUM,CWE-79
CVE-2024-22226,2024-02-12T19:15:12.130,2024-02-16T13:55:08.217,Analyzed,"
Dell Unity, versions prior to 5.4, contain a path traversal vulnerability in its svc_supportassist utility. An authenticated attacker could potentially exploit this vulnerability, to gain unauthorized write access to the files stored on the server filesystem, with elevated privileges.

",NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,NONE,2.8,3.6,6.5,MEDIUM,CWE-22
CVE-2024-0168,2024-02-12T19:15:10.330,2024-02-16T13:40:44.663,Analyzed,"
Dell Unity, versions prior to 5.4, contains a Command Injection Vulnerability in svc_oscheck utility. An authenticated attacker could potentially exploit this vulnerability, leading to the ability to inject arbitrary operating system commands. This vulnerability allows an authenticated attacker to execute commands with root privileges.

",LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,7.8,HIGH,CWE-78
CVE-2024-22224,2024-02-12T19:15:11.713,2024-02-15T06:25:21.423,Analyzed,"
Dell Unity, versions prior to 5.4, contains an OS Command Injection Vulnerability in its svc_nas utility. An authenticated attacker could potentially exploit this vulnerability, escaping the restricted shell and execute arbitrary operating system commands with root privileges.

",LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,7.8,HIGH,CWE-78
CVE-2024-0169,2024-02-12T19:15:10.543,2024-02-15T06:24:58.003,Analyzed,"
Dell Unity, versions prior to 5.4, contains a cross-site scripting (XSS) vulnerability. An authenticated attacker could potentially exploit this vulnerability, leading users to download and execute malicious software crafted by this product's feature to compromise their systems.

",NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-79
CVE-2024-0167,2024-02-12T19:15:10.133,2024-02-15T16:55:14.213,Analyzed,"
Dell Unity, versions prior to 5.4, contains an OS Command Injection Vulnerability in the svc_topstats utility. An authenticated attacker could potentially exploit this vulnerability, leading to the ability to overwrite arbitrary files on the file system with root privileges.

",LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,7.8,HIGH,CWE-78
CVE-2024-22227,2024-02-12T19:15:12.333,2024-02-15T06:25:36.360,Analyzed,"
Dell Unity, versions prior to 5.4, contains an OS Command Injection Vulnerability in its svc_dc utility. An authenticated attacker could potentially exploit this vulnerability, leading to the ability execute commands with root privileges.

",LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,7.8,HIGH,CWE-78
CVE-2023-50875,2024-02-12T07:15:08.920,2024-02-16T19:28:59.943,Analyzed,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Automattic Sensei LMS – Online Courses, Quizzes, & Learning allows Stored XSS.This issue affects Sensei LMS – Online Courses, Quizzes, & Learning: from n/a through 4.17.0.

",NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-79
CVE-2024-24889,2024-02-12T07:15:10.947,2024-02-12T14:20:03.287,Awaiting Analysis,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Geek Code Lab All 404 Pages Redirect to Homepage allows Stored XSS.This issue affects All 404 Pages Redirect to Homepage: from n/a through 1.9.

",NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2.8,2.7,6.1,MEDIUM,CWE-79
CVE-2023-46615,2024-02-12T09:15:11.717,2024-02-12T14:19:54.330,Awaiting Analysis,"Deserialization of Untrusted Data vulnerability in Kalli Dan. KD Coming Soon.This issue affects KD Coming Soon: from n/a through 1.7.

",NETWORK,HIGH,NONE,NONE,CHANGED,LOW,LOW,NONE,2.2,2.7,5.4,MEDIUM,CWE-502
CVE-2024-24928,2024-02-12T06:15:08.313,2024-02-16T13:41:04.027,Analyzed,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Arunas Liuiza Content Cards allows Stored XSS.This issue affects Content Cards: from n/a through 0.9.7.

",NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-79
CVE-2024-23833,2024-02-12T21:15:08.760,2024-02-13T14:01:49.147,Awaiting Analysis,"OpenRefine is a free, open source power tool for working with messy data and improving it. A jdbc attack vulnerability exists in OpenRefine(version<=3.7.7) where an attacker may construct a JDBC query which may read files on the host filesystem. Due to the newer MySQL driver library in the latest version of OpenRefine (8.0.30), there is no associated deserialization utilization point, so original code execution cannot be achieved, but attackers can use this vulnerability to read sensitive files on the target server. This issue has been addressed in version 3.7.8. Users are advised to upgrade. There are no known workarounds for this vulnerability.",NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,3.9,3.6,7.5,HIGH,CWE-22
CVE-2024-24931,2024-02-12T06:15:08.717,2024-02-16T21:33:29.340,Analyzed,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in swadeshswain Before After Image Slider WP allows Stored XSS.This issue affects Before After Image Slider WP: from n/a through 2.2.

",NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-79
CVE-2024-24930,2024-02-12T06:15:08.520,2024-02-16T21:33:40.590,Analyzed,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in OTWthemes.Com Buttons Shortcode and Widget allows Stored XSS.This issue affects Buttons Shortcode and Widget: from n/a through 1.16.

",NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-79
CVE-2024-24929,2024-02-12T09:15:12.713,2024-02-12T14:19:54.330,Awaiting Analysis,"Cross-Site Request Forgery (CSRF) vulnerability in Ryan Duff, Peter Westwood WP Contact Form.This issue affects WP Contact Form: from n/a through 1.6.

",NETWORK,LOW,NONE,REQUIRED,UNCHANGED,NONE,LOW,NONE,2.8,1.4,4.3,MEDIUM,CWE-352
CVE-2022-34310,2024-02-12T18:15:07.830,2024-02-12T20:39:15.693,Awaiting Analysis,IBM CICS TX Standard and Advanced 11.1 uses weaker than expected cryptographic algorithms that could allow an attacker to decrypt highly sensitive information.  IBM X-Force ID:  229441.,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,2.2,3.6,5.9,MEDIUM,CWE-327
CVE-2024-24932,2024-02-12T06:15:08.917,2024-02-16T21:35:59.587,Analyzed,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Djo VK Poster Group allows Reflected XSS.This issue affects VK Poster Group: from n/a through 2.0.3.

",NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2.8,2.7,6.1,MEDIUM,CWE-79
CVE-2024-24796,2024-02-12T08:15:40.810,2024-02-12T14:19:54.330,Awaiting Analysis,"Deserialization of Untrusted Data vulnerability in MagePeople Team Event Manager and Tickets Selling Plugin for WooCommerce – WpEvently – WordPress Plugin.This issue affects Event Manager and Tickets Selling Plugin for WooCommerce – WpEvently – WordPress Plugin: from n/a through 4.1.1.

",NETWORK,HIGH,LOW,NONE,CHANGED,HIGH,HIGH,NONE,1.8,5.8,8.2,HIGH,CWE-502
CVE-2024-0165,2024-02-12T19:15:09.700,2024-02-15T16:55:25.687,Analyzed,"
Dell Unity, versions prior to 5.4, contains an OS Command Injection Vulnerability in its svc_acldb_dump utility. An authenticated attacker could potentially exploit this vulnerability, leading to execution of arbitrary operating system commands with root privileges.

",LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,7.8,HIGH,CWE-78
